fdc_id,name,calories,protein,carbs,fats,source
167512,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",307.0,5.9,41.2,13.2,sr_legacy
167513,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",330.0,4.3,53.4,11.3,sr_legacy
167514,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",377.0,6.1,79.8,3.7,sr_legacy
167515,"George Weston Bakeries, Thomas English Muffins",232.0,8.0,46.0,1.8,sr_legacy
167516,"Waffles, buttermilk, frozen, ready-to-heat",273.0,6.6,41.0,9.2,sr_legacy
167517,"Waffle, buttermilk, frozen, ready-to-heat, toasted",309.0,7.4,48.4,9.5,sr_legacy
167518,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",289.0,6.9,44.2,9.4,sr_legacy
167519,"Waffle, plain, frozen, ready-to-heat, microwave",298.0,6.7,45.4,9.9,sr_legacy
167520,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",501.0,5.1,64.3,24.8,sr_legacy
167521,"Pie Crust, Cookie-type, Chocolate, Ready Crust",484.0,6.1,64.5,22.4,sr_legacy
167522,"Pie, Dutch Apple, Commercially Prepared",290.0,2.2,44.5,11.5,sr_legacy
167523,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",468.0,5.5,46.8,28.7,sr_legacy
167524,"Waffles, chocolate chip, frozen, ready-to-heat",297.0,5.8,45.7,10.1,sr_legacy
167525,"Tostada shells, corn",474.0,6.2,64.4,23.4,sr_legacy
167526,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",374.0,7.1,47.8,17.1,sr_legacy
167527,"Bread, pound cake type, pan de torta salvadoran",390.0,7.1,51.3,17.4,sr_legacy
167528,"Pastry, Pastelitos de Guava (guava pastries)",379.0,5.5,47.8,18.5,sr_legacy
167529,"Crackers, snack, Goya Crackers",433.0,14.3,64.3,13.3,sr_legacy
167530,"Crackers, cream, Gamesa Sabrosas",484.0,7.0,64.5,20.4,sr_legacy
167531,"Crackers, cream, La Moderna Rikis Cream Crackers",464.0,7.2,64.9,19.5,sr_legacy
167532,"Bread, white wheat",238.0,10.7,43.9,2.1,sr_legacy
167533,"Bagels, wheat",250.0,10.2,48.9,1.5,sr_legacy
167534,"Cream puff, eclair, custard or cream filled, iced",334.0,4.4,37.4,18.5,sr_legacy
167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",297.0,8.0,49.3,7.6,sr_legacy
167536,"Snacks, beef jerky, chopped and formed",410.0,33.2,11.0,25.6,sr_legacy
167537,"Snacks, corn-based, extruded, chips, plain",539.0,6.2,57.3,33.4,sr_legacy
167538,"Snacks, corn-based, extruded, chips, barbecue-flavor",523.0,7.0,56.2,32.7,sr_legacy
167539,"Snacks, corn-based, extruded, cones, plain",510.0,5.8,62.9,26.9,sr_legacy
167540,"Snacks, fruit leather, pieces",359.0,1.0,82.8,2.7,sr_legacy
167541,"Snacks, fruit leather, rolls",371.0,0.1,85.8,3.0,sr_legacy
167542,"Snacks, granola bars, hard, plain",471.0,10.1,64.4,19.8,sr_legacy
167543,"Snacks, granola bars, hard, almond",495.0,7.7,62.0,25.5,sr_legacy
167544,"Snacks, granola bars, soft, uncoated, raisin",448.0,7.6,66.4,17.8,sr_legacy
167545,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",466.0,5.8,63.8,24.9,sr_legacy
167546,"Candies, honey-combed, with peanut butter",473.0,8.7,67.4,20.2,sr_legacy
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",508.0,10.2,53.4,31.1,sr_legacy
167548,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",432.0,9.8,62.2,20.0,sr_legacy
167549,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",583.0,7.3,45.1,43.5,sr_legacy
167550,"Snacks, popcorn, cakes",384.0,9.7,80.1,3.1,sr_legacy
167551,"Snacks, popcorn, caramel-coated, with peanuts",400.0,6.4,80.7,7.8,sr_legacy
167552,"Snacks, popcorn, caramel-coated, without peanuts",431.0,3.8,79.1,12.8,sr_legacy
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",502.0,4.6,64.8,26.1,sr_legacy
167554,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",547.0,6.6,51.3,37.0,sr_legacy
167555,"Snacks, pretzels, hard, plain, salted",384.0,10.0,80.4,2.9,sr_legacy
167556,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",457.0,7.5,70.9,16.7,sr_legacy
167557,"Snacks, rice cakes, brown rice, sesame seed",392.0,7.6,81.5,3.8,sr_legacy
167558,"Snacks, tortilla chips, plain, white corn, salted",472.0,7.1,67.8,20.7,sr_legacy
167559,"Snacks, tortilla chips, nacho cheese",519.0,7.4,60.8,27.4,sr_legacy
167560,"Snacks, tortilla chips, ranch-flavor",501.0,7.2,62.7,24.6,sr_legacy
167561,"Snacks, trail mix, regular",462.0,13.8,44.9,29.4,sr_legacy
167562,"Candies, ALMOND JOY Candy Bar",479.0,4.1,59.5,26.9,sr_legacy
167563,"Candies, TWIZZLERS CHERRY BITES",338.0,3.0,79.4,1.7,sr_legacy
167564,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",388.0,2.0,80.9,7.5,sr_legacy
167565,"Candies, NESTLE, BUTTERFINGER Bar",459.0,5.4,72.9,18.9,sr_legacy
167566,"Candies, caramels, chocolate-flavor roll",387.0,1.6,87.7,3.3,sr_legacy
167567,"Baking chocolate, unsweetened, liquid",472.0,12.1,36.2,47.7,sr_legacy
167568,"Baking chocolate, unsweetened, squares",642.0,14.3,28.4,52.3,sr_legacy
167569,"Candies, confectioner's coating, yogurt",522.0,5.9,63.9,27.0,sr_legacy
167570,"Candies, confectioner's coating, peanut butter",529.0,18.3,46.9,29.8,sr_legacy
167571,"Candies, white chocolate",539.0,5.9,59.2,32.1,sr_legacy
167572,"Ice creams, vanilla, light",180.0,4.8,29.5,4.8,sr_legacy
167573,"Ice creams, vanilla, rich",249.0,3.5,22.3,16.2,sr_legacy
167574,"Desserts, flan, caramel custard, prepared-from-recipe",145.0,4.5,22.8,4.0,sr_legacy
167575,"Ice creams, vanilla",207.0,3.5,23.6,11.0,sr_legacy
167576,"Ice creams, vanilla, light, soft-serve",126.0,4.9,21.8,2.6,sr_legacy
167577,"Sherbet, orange",144.0,1.1,30.4,2.0,sr_legacy
167578,"Candies, fudge, peanut butter, prepared-from-recipe",387.0,3.8,77.8,6.6,sr_legacy
167579,"Candies, fudge, vanilla, prepared-from-recipe",383.0,1.1,82.2,5.5,sr_legacy
167580,"Candies, fudge, vanilla with nuts",435.0,3.0,74.6,13.7,sr_legacy
167581,"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",512.0,9.7,53.0,34.0,sr_legacy
167582,"Candies, NESTLE, BABY RUTH Bar",475.0,5.4,64.8,21.6,sr_legacy
167583,"Candies, TWIZZLERS Strawberry Twists Candy",348.0,2.6,79.2,2.3,sr_legacy
167584,"Syrups, table blends, pancake, with butter",291.0,0.0,72.4,0.1,sr_legacy
167585,"Ice creams, chocolate, light",187.0,5.0,25.7,7.2,sr_legacy
167586,"Candies, NESTLE, CHUNKY Bar",519.0,7.5,60.4,27.5,sr_legacy
167587,"Candies, milk chocolate",535.0,7.7,59.4,29.7,sr_legacy
167588,"Puddings, banana, dry mix, instant, prepared with 2% milk",105.0,2.8,19.7,1.7,sr_legacy
167589,"Puddings, banana, dry mix, regular, prepared with 2% milk",101.0,2.9,18.4,1.7,sr_legacy
167590,"Andrea's, Gluten Free Soft Dinner Roll",257.0,5.7,40.2,8.2,sr_legacy
167591,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",456.0,10.9,67.2,15.9,sr_legacy
167592,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",474.0,2.2,76.0,17.9,sr_legacy
167593,"Glutino, Gluten Free Cookies, Vanilla Creme",487.0,2.2,77.3,18.8,sr_legacy
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",467.0,9.4,65.8,18.4,sr_legacy
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",459.0,11.2,64.7,17.3,sr_legacy
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",469.0,9.7,65.1,18.9,sr_legacy
167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",320.0,3.1,52.8,10.7,sr_legacy
167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",298.0,5.4,51.1,8.0,sr_legacy
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",309.0,7.3,49.1,9.3,sr_legacy
167600,"Udi's, Gluten Free, Whole Grain Dinner Rolls",329.0,11.8,44.3,11.6,sr_legacy
167601,"Van's, Gluten Free, Totally Original Pancakes",215.0,3.3,40.3,4.5,sr_legacy
167602,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",259.0,15.3,46.2,1.4,sr_legacy
167603,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",31.0,1.9,5.6,0.2,sr_legacy
167604,"Potatoes, hash brown, refrigerated, unprepared",84.0,1.8,19.2,0.1,sr_legacy
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",242.0,3.2,34.0,10.3,sr_legacy
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",182.0,2.2,35.6,8.9,sr_legacy
167607,"Moose, meat, raw (Alaska Native)",103.0,22.3,0.0,1.5,sr_legacy
167608,"Mashu roots, raw (Alaska Native)",135.0,5.8,22.6,2.4,sr_legacy
167609,"Moose, liver, braised (Alaska Native)",155.0,24.4,3.4,4.9,sr_legacy
167610,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",110.0,26.7,0.0,0.4,sr_legacy
167611,"Oil, bearded seal (Oogruk) (Alaska Native)",899.0,0.6,0.0,99.6,sr_legacy
167612,"Oopah (tunicate), whole animal (Alaska Native)",67.0,11.7,0.0,2.2,sr_legacy
167613,"Owl, horned, flesh, raw (Alaska Native)",136.0,22.7,0.0,5.0,sr_legacy
167614,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",150.0,23.2,0.0,5.9,sr_legacy
167615,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",430.0,39.9,0.0,30.0,sr_legacy
167616,"Fish, salmon, king, chinook, liver (Alaska Native)",156.0,16.6,4.3,8.0,sr_legacy
167617,"Duck, scoter, white-winged, meat (Alaska Native)",84.0,20.2,0.0,0.4,sr_legacy
167618,"Sea cucumber, yane (Alaska Native)",56.0,13.0,0.0,0.4,sr_legacy
167619,"Squirrel, ground, meat (Alaska Native)",111.0,19.3,0.0,3.8,sr_legacy
167620,"Tea, tundra, herb and laborador combination (Alaska Native)",1.0,0.0,0.2,0.0,sr_legacy
167621,"Walrus, meat, dried (Alaska Native)",251.0,57.0,0.0,2.6,sr_legacy
167622,"Deer (venison), sitka, raw (Alaska Native)",116.0,21.5,0.0,2.7,sr_legacy
167623,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",870.0,0.4,0.0,96.5,sr_legacy
167624,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",465.0,12.6,0.0,46.1,sr_legacy
167625,"Oil, whale, bowhead (Alaska Native)",900.0,0.0,0.0,100.0,sr_legacy
167626,"Fish, whitefish, broad, liver (Alaska Native)",104.0,11.0,5.1,4.4,sr_legacy
167627,"Mush, blue corn with ash (Navajo)",54.0,0.7,11.7,0.5,sr_legacy
167628,"Cornmeal, blue (Navajo)",398.0,10.4,76.9,5.4,sr_legacy
167629,"Melon, banana (Navajo)",21.0,0.8,4.1,0.2,sr_legacy
167630,"Chilchen (Red Berry Beverage) (Navajo)",44.0,0.8,8.7,0.6,sr_legacy
167631,"Corn, dried (Navajo)",386.0,9.9,74.9,5.2,sr_legacy
167632,"Squash, Indian, cooked, boiled (Navajo)",16.0,0.3,3.2,0.1,sr_legacy
167633,"Bread, kneel down (Navajo)",195.0,4.3,39.5,2.2,sr_legacy
167634,"Mutton, cooked, roasted (Navajo)",234.0,33.4,0.1,11.1,sr_legacy
167635,"Frybread, made with lard (Navajo)",330.0,6.7,48.3,12.2,sr_legacy
167636,"Tamales (Navajo)",153.0,6.3,18.1,6.1,sr_legacy
167637,"Stew, steamed corn (Navajo)",112.0,8.8,10.8,3.8,sr_legacy
167638,"Fish, halibut, raw, with skin (Alaska Native)",116.0,20.5,1.8,2.9,sr_legacy
167639,"Fish, salmon, coho (silver), raw (Alaska Native)",140.0,22.6,0.0,5.6,sr_legacy
167640,"Blueberries, wild, raw (Alaska Native)",61.0,1.2,12.3,0.8,sr_legacy
167641,"Oil, spotted seal (Alaska Native)",894.0,0.0,0.0,99.3,sr_legacy
167642,"Fish, salmon, red, canned, bones removed (Alaska Native)",161.0,27.3,0.0,5.8,sr_legacy
167643,"Fish, whitefish, eggs (Alaska Native)",104.0,14.7,4.9,2.9,sr_legacy
167644,"Caribou, rump meat, half dried (Alaska Native)",255.0,52.1,0.0,5.2,sr_legacy
167645,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",206.0,35.2,0.0,7.3,sr_legacy
167646,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",141.0,24.5,0.0,4.8,sr_legacy
167647,"Fish, salmon, king, with skin, kippered, (Alaska Native)",209.0,23.2,0.0,12.9,sr_legacy
167648,"Fish, sheefish, raw (Alaska Native)",115.0,22.3,0.0,2.8,sr_legacy
167649,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",97.0,21.4,0.0,1.3,sr_legacy
167650,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",270.0,62.4,0.0,2.3,sr_legacy
167651,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",146.0,32.5,0.0,1.8,sr_legacy
167652,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",98.0,19.7,0.0,2.1,sr_legacy
167653,"Corn, dried, yellow (Northern Plains Indians)",419.0,14.5,66.3,10.6,sr_legacy
167654,"Smelt, dried (Alaska Native)",386.0,56.2,0.0,17.9,sr_legacy
167655,"Frybread, made with lard (Apache)",309.0,8.4,46.0,10.1,sr_legacy
167656,"Corned beef and potatoes in tortilla (Apache)",224.0,7.9,29.4,8.3,sr_legacy
167657,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",229.0,13.2,19.3,11.1,sr_legacy
167658,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",219.0,12.6,17.9,10.8,sr_legacy
167659,"Restaurant, Latino, chicken and rice, entree, prepared",174.0,12.0,20.0,5.1,sr_legacy
167660,"Restaurant, Latino, empanadas, beef, prepared",335.0,11.3,31.2,18.4,sr_legacy
167661,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",229.0,5.6,31.5,9.0,sr_legacy
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",256.0,11.7,22.4,13.3,sr_legacy
167663,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",232.0,11.5,23.0,10.4,sr_legacy
167664,"Restaurant, Latino, tamale, corn",186.0,3.5,26.7,7.2,sr_legacy
167665,"Restaurant, Mexican, spanish rice",185.0,3.3,31.2,5.3,sr_legacy
167666,"Restaurant, Mexican, refried beans",156.0,6.9,16.8,6.8,sr_legacy
167667,"Restaurant, Chinese, egg rolls, assorted",250.0,8.3,27.3,11.9,sr_legacy
167668,"Restaurant, Chinese, fried rice, without meat",174.0,4.0,32.8,3.0,sr_legacy
167669,"CRACKER BARREL, steak fries",255.0,3.3,30.9,13.2,sr_legacy
167670,"CRACKER BARREL, grilled sirloin steak",203.0,31.5,0.0,8.5,sr_legacy
167671,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",192.0,6.5,15.6,11.5,sr_legacy
167672,"DENNY'S, french fries",282.0,3.4,35.2,14.1,sr_legacy
167673,"DENNY'S, top sirloin steak",182.0,28.9,0.1,7.3,sr_legacy
167674,"Restaurant, Chinese, lemon chicken",252.0,11.9,20.6,13.6,sr_legacy
167675,"Restaurant, Chinese, general tso's chicken",295.0,12.9,24.0,16.4,sr_legacy
167676,"Restaurant, Chinese, kung pao chicken",129.0,9.8,6.9,7.0,sr_legacy
167677,"Restaurant, Chinese, vegetable lo mein, without meat",121.0,4.8,20.2,2.4,sr_legacy
167678,"Restaurant, Chinese, chicken and vegetables",95.0,8.2,5.4,4.6,sr_legacy
167679,"Restaurant, Chinese, orange chicken",262.0,14.5,22.5,12.7,sr_legacy
167680,"Restaurant, Italian, spaghetti with meat sauce",121.0,5.8,16.4,3.6,sr_legacy
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",218.0,0.5,87.4,0.0,sr_legacy
167682,"Pectin, liquid",11.0,0.0,2.1,0.0,sr_legacy
167683,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",221.0,6.4,26.1,10.1,sr_legacy
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",160.0,1.5,7.0,14.0,sr_legacy
167685,"Bologna, beef and pork, low fat",230.0,11.5,2.6,19.3,sr_legacy
167686,"Milk dessert, frozen, milk-fat free, chocolate",167.0,4.3,37.7,1.0,sr_legacy
167687,"Whipped topping, frozen, low fat",224.0,3.0,23.6,13.1,sr_legacy
167688,"Cream substitute, powdered, light",431.0,1.9,73.4,15.7,sr_legacy
167689,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",529.0,10.2,56.9,29.3,sr_legacy
167690,"Babyfood, apple yogurt dessert, strained",93.0,0.8,19.5,1.6,sr_legacy
167691,"Vegetable oil-butter spread, reduced calorie",465.0,0.0,0.0,53.0,sr_legacy
167692,"Salad dressing, blue or roquefort cheese dressing, light",86.0,2.1,13.2,2.7,sr_legacy
167693,"Salad dressing, french dressing, reduced calorie",227.0,0.4,27.0,13.0,sr_legacy
167694,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",307.0,22.7,0.7,23.0,sr_legacy
167695,"Mayonnaise, made with tofu",322.0,6.0,3.1,31.8,sr_legacy
167696,"Frankfurter, beef, low fat",140.0,12.0,1.6,9.5,sr_legacy
167697,"Milk, buttermilk, fluid, cultured, reduced fat",56.0,4.1,5.3,2.0,sr_legacy
167698,"Pork sausage rice links, brown and serve, cooked",407.0,13.7,2.4,37.6,sr_legacy
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",115.0,1.5,25.6,1.0,sr_legacy
167700,"Salad Dressing, mayonnaise-like, fat-free",84.0,0.2,15.5,2.7,sr_legacy
167701,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",443.0,3.2,71.2,17.5,sr_legacy
167702,"Oil, flaxseed, cold pressed",884.0,0.1,0.0,100.0,sr_legacy
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",74.0,12.4,3.2,1.0,sr_legacy
167704,"Salad dressing, bacon and tomato",326.0,1.8,2.0,35.0,sr_legacy
167705,"Cheese, parmesan, low sodium",451.0,41.6,3.7,30.0,sr_legacy
167706,"Jams, preserves, marmalade, reduced sugar",151.0,0.0,37.6,0.1,sr_legacy
167707,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",227.0,0.3,91.0,0.2,sr_legacy
167708,"Tomato and vegetable juice, low sodium",22.0,0.6,4.6,0.1,sr_legacy
167709,"Turkey, wing, smoked, cooked, with skin, bone removed",221.0,27.4,0.0,12.4,sr_legacy
167710,"Turkey, drumstick, smoked, cooked, with skin, bone removed",200.0,27.9,0.0,9.8,sr_legacy
167711,"Beverages, Chocolate-flavored drink, whey and milk based",49.0,0.6,10.7,0.4,sr_legacy
167712,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",541.0,37.0,1.4,41.8,sr_legacy
167713,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",162.0,29.3,0.0,5.0,sr_legacy
167714,"Hearts of palm, raw",115.0,2.7,25.6,0.2,sr_legacy
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",339.0,10.9,80.7,2.1,sr_legacy
167716,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",67.0,10.9,3.0,1.0,sr_legacy
167717,"Yeast extract spread",185.0,23.9,20.4,0.9,sr_legacy
167718,"Babyfood, juice, pear",43.0,0.0,11.9,0.0,sr_legacy
167719,"Chicken, meatless, breaded, fried",234.0,21.3,8.5,12.8,sr_legacy
167720,"Babyfood, meat, beef with vegetables, toddler",69.0,3.5,8.7,2.1,sr_legacy
167721,"Frozen novelties, juice type, juice with cream",115.0,1.4,24.1,1.4,sr_legacy
167722,"Tofu yogurt",94.0,3.5,16.0,1.8,sr_legacy
167723,"Alcoholic beverage, rice (sake)",134.0,0.5,5.0,0.0,sr_legacy
167724,"Millet, puffed",354.0,13.0,80.0,3.4,sr_legacy
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",380.0,10.0,78.0,3.0,sr_legacy
167726,"Babyfood, mixed fruit yogurt, strained",75.0,0.8,16.2,0.8,sr_legacy
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",141.0,5.2,19.9,4.5,sr_legacy
167728,"Babyfood, rice and apples, dry",396.0,6.7,86.9,2.4,sr_legacy
167729,"Babyfood, juice, apple - cherry",47.0,0.2,11.2,0.1,sr_legacy
167730,"Milk, imitation, non-soy",46.0,1.6,5.3,2.0,sr_legacy
167731,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",389.0,6.6,88.5,0.9,sr_legacy
167732,"Babyfood, banana no tapioca, strained",91.0,1.0,21.3,0.2,sr_legacy
167733,"Babyfood, banana apple dessert, strained",68.0,0.3,16.3,0.2,sr_legacy
167734,"Breakfast bar, corn flake crust with fruit",376.0,4.4,72.8,7.5,sr_legacy
167735,"Cheese, mozzarella, low sodium",280.0,27.5,3.1,17.1,sr_legacy
167736,"Mayonnaise dressing, no cholesterol",688.0,0.0,0.3,77.8,sr_legacy
167737,"Oil, corn, peanut, and olive",884.0,0.0,0.0,100.0,sr_legacy
167738,"Pie fillings, blueberry, canned",181.0,0.4,44.4,0.2,sr_legacy
167739,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",287.0,0.1,71.6,0.0,sr_legacy
167740,"Puddings, chocolate flavor, low calorie, regular, dry mix",365.0,10.1,74.4,3.0,sr_legacy
167741,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",351.0,1.6,86.0,0.1,sr_legacy
167742,"Mollusks, scallop, (bay and sea), cooked, steamed",111.0,20.5,5.4,0.8,sr_legacy
167743,"Syrup, Cane",269.0,0.0,73.1,0.0,sr_legacy
167744,"Mollusks, snail, raw",90.0,16.1,2.0,1.4,sr_legacy
167745,"Turtle, green, raw",89.0,19.8,0.0,0.5,sr_legacy
167746,"Lemons, raw, without peel",29.0,1.1,9.3,0.3,sr_legacy
167747,"Lemon juice, raw",22.0,0.3,6.9,0.2,sr_legacy
167748,"Lemon juice from concentrate, canned or bottled",17.0,0.5,5.6,0.1,sr_legacy
167749,"Lemon peel, raw",47.0,1.5,16.0,0.3,sr_legacy
167750,"Prickly pears, raw",41.0,0.7,9.6,0.5,sr_legacy
167751,"Plums, dried (prunes), stewed, without added sugar",107.0,1.0,28.1,0.2,sr_legacy
167752,"Plums, dried (prunes), stewed, with added sugar",124.0,1.1,32.9,0.2,sr_legacy
167753,"Prune juice, canned",71.0,0.6,17.4,0.0,sr_legacy
167754,"Pummelo, raw",38.0,0.8,9.6,0.0,sr_legacy
167755,"Raspberries, raw",52.0,1.2,11.9,0.7,sr_legacy
167756,"Raspberries, canned, red, heavy syrup pack, solids and liquids",91.0,0.8,23.4,0.1,sr_legacy
167757,"Raspberries, frozen, red, sweetened",103.0,0.7,26.2,0.2,sr_legacy
167758,"Rhubarb, raw",21.0,0.9,4.5,0.2,sr_legacy
167759,"Sapodilla, raw",83.0,0.4,20.0,1.1,sr_legacy
167760,"Sapote, mamey, raw",124.0,1.4,32.1,0.5,sr_legacy
167761,"Soursop, raw",66.0,1.0,16.8,0.3,sr_legacy
167762,"Strawberries, raw",32.0,0.7,7.7,0.3,sr_legacy
167763,"Tamarinds, raw",239.0,2.8,62.5,0.6,sr_legacy
167764,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",86.0,0.4,22.4,0.1,sr_legacy
167765,"Watermelon, raw",30.0,0.6,7.5,0.1,sr_legacy
167766,"Maraschino cherries, canned, drained",165.0,0.2,42.0,0.2,sr_legacy
167767,"Pineapple, canned, juice pack, drained",60.0,0.5,15.6,0.1,sr_legacy
167768,"Apricots, canned, heavy syrup, drained",83.0,0.6,21.3,0.1,sr_legacy
167769,"Cherries, sour, canned, water pack, drained",42.0,0.7,10.4,0.2,sr_legacy
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",83.0,0.7,21.1,0.2,sr_legacy
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",46.0,0.1,11.3,0.1,sr_legacy
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",42.0,0.2,11.3,0.1,sr_legacy
167773,"Applesauce, canned, sweetened, with salt",76.0,0.2,19.9,0.2,sr_legacy
167774,"Grapefruit juice, pink, raw",39.0,0.5,9.2,0.1,sr_legacy
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",47.0,0.1,11.5,0.1,sr_legacy
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",63.0,0.4,15.0,0.2,sr_legacy
167777,"Pears, raw, red anjou",62.0,0.3,14.9,0.1,sr_legacy
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",67.0,0.4,16.1,0.1,sr_legacy
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",66.0,0.4,15.8,0.1,sr_legacy
167780,"Prune puree",257.0,2.1,65.1,0.2,sr_legacy
167781,"Candied fruit",322.0,0.3,82.7,0.1,sr_legacy
167782,"Abiyuch, raw",69.0,1.5,17.6,0.1,sr_legacy
167783,"Rowal, raw",111.0,2.3,23.9,2.0,sr_legacy
167784,"Guava nectar, canned, with added ascorbic acid",63.0,0.1,16.3,0.1,sr_legacy
167785,"Mango nectar, canned",51.0,0.1,13.1,0.1,sr_legacy
167786,"Tamarind nectar, canned",57.0,0.1,14.7,0.1,sr_legacy
167787,"Pomegranate juice, bottled",54.0,0.1,13.1,0.3,sr_legacy
167788,"Nance, canned, syrup, drained",95.0,0.6,22.8,1.3,sr_legacy
167789,"Nance, frozen, unsweetened",73.0,0.7,17.0,1.2,sr_legacy
167790,"Naranjilla (lulo) pulp, frozen, unsweetened",25.0,0.4,5.9,0.2,sr_legacy
167791,"Horned melon (Kiwano)",44.0,1.8,7.6,1.3,sr_legacy
167792,"Orange Pineapple Juice Blend",51.0,0.4,12.2,0.1,sr_legacy
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",63.0,0.2,15.2,0.2,sr_legacy
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",49.0,0.7,11.5,0.1,sr_legacy
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",63.0,0.4,15.0,0.0,sr_legacy
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",53.0,0.6,12.5,0.3,sr_legacy
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",46.0,0.6,10.9,0.0,sr_legacy
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",56.0,0.6,13.0,0.3,sr_legacy
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",52.0,0.4,12.4,0.3,sr_legacy
