fdc_id,name,calories,protein,carbs,fats,source
171383,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed",66.0,1.6,6.7,3.6,sr_legacy
171384,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",517.0,12.6,53.6,28.1,sr_legacy
171385,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed",66.0,1.4,7.4,3.4,sr_legacy
171386,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate",66.0,1.4,7.4,3.4,sr_legacy
171387,"Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE, with iron, prepared from powder",68.0,1.5,7.6,3.5,sr_legacy
171388,"Babyfood, fortified cereal bar, fruit filling",344.0,5.4,68.6,5.3,sr_legacy
171389,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted",516.0,11.7,56.5,27.0,sr_legacy
171390,"Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed",65.0,2.2,7.6,2.9,sr_legacy
171391,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed",66.0,1.8,6.8,3.5,sr_legacy
171392,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed",63.0,2.2,6.2,3.3,sr_legacy
171393,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed",81.0,2.6,8.9,3.9,sr_legacy
171394,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed",66.0,1.4,7.4,3.4,sr_legacy
171395,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA",66.0,2.0,6.7,3.5,sr_legacy
171396,"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA",66.0,1.8,6.7,3.6,sr_legacy
171397,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA",66.0,1.4,7.2,3.5,sr_legacy
171398,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",503.0,0.0,61.6,28.6,sr_legacy
171399,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",514.0,11.0,55.0,27.8,sr_legacy
171400,"Fat, beef tallow",902.0,0.0,0.0,100.0,sr_legacy
171401,"Lard",902.0,0.0,0.0,100.0,sr_legacy
171402,"Salad dressing, thousand island, commercial, regular",379.0,1.1,14.6,35.1,sr_legacy
171403,"Salad dressing, mayonnaise type, regular, with salt",250.0,0.7,14.8,21.6,sr_legacy
171404,"Salad dressing, french dressing, reduced fat",222.0,0.6,31.2,11.5,sr_legacy
171405,"Salad dressing, italian dressing, commercial, reduced fat",102.0,0.4,10.0,6.7,sr_legacy
171406,"Salad dressing, mayonnaise, imitation, soybean",232.0,0.3,16.0,19.2,sr_legacy
171407,"Salad dressing, mayonnaise, imitation, milk cream",97.0,2.1,11.1,5.1,sr_legacy
171408,"Salad dressing, mayonnaise, imitation, soybean without cholesterol",482.0,0.1,15.8,47.7,sr_legacy
171409,"Sandwich spread, with chopped pickle, regular, unspecified oils",389.0,0.9,22.4,34.0,sr_legacy
171410,"Oil, peanut, salad or cooking",884.0,0.0,0.0,100.0,sr_legacy
171411,"Oil, soybean, salad or cooking",884.0,0.0,0.0,100.0,sr_legacy
171412,"Oil, coconut",892.0,0.0,0.0,99.1,sr_legacy
171413,"Oil, olive, salad or cooking",884.0,0.0,0.0,100.0,sr_legacy
171414,"Salad dressing, french dressing, commercial, regular",419.0,0.9,18.8,39.1,sr_legacy
171415,"Margarine,spread, 35-39% fat, tub",349.0,0.2,1.5,38.0,sr_legacy
171416,"Salad dressing, french, home recipe",631.0,0.1,3.4,70.2,sr_legacy
171417,"Salad dressing, home recipe, vinegar and oil",449.0,0.0,2.5,50.1,sr_legacy
171418,"Salad dressing, mayonnaise, soybean oil, without salt",717.0,1.1,2.7,79.4,sr_legacy
171419,"Salad dressing, french, cottonseed, oil, home recipe",631.0,0.1,3.4,70.2,sr_legacy
171420,"Salad dressing, french dressing, fat-free",132.0,0.2,32.1,0.3,sr_legacy
171421,"Oil, cocoa butter",884.0,0.0,0.0,100.0,sr_legacy
171422,"Vegetable oil, palm kernel",862.0,0.0,0.0,100.0,sr_legacy
171423,"Oil, poppyseed",884.0,0.0,0.0,100.0,sr_legacy
171424,"Oil, tomatoseed",884.0,0.0,0.0,100.0,sr_legacy
171425,"Oil, teaseed",884.0,0.0,0.0,100.0,sr_legacy
171426,"Oil, soybean lecithin",763.0,0.0,0.0,100.0,sr_legacy
171427,"Oil, hazelnut",884.0,0.0,0.0,100.0,sr_legacy
171428,"Oil, babassu",884.0,0.0,0.0,100.0,sr_legacy
171429,"Oil, sheanut",884.0,0.0,0.0,100.0,sr_legacy
171430,"Oil, PAM cooking spray, original",792.0,0.3,20.7,78.7,sr_legacy
171431,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",606.0,0.1,0.6,68.3,sr_legacy
171432,"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",730.0,0.4,1.4,80.3,sr_legacy
171433,"Oil, cooking and salad, ENOVA, 80% diglycerides",884.0,0.0,0.0,100.0,sr_legacy
171434,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",339.0,0.5,0.7,37.8,sr_legacy
171435,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",717.0,0.2,0.7,80.7,sr_legacy
171436,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",713.0,0.2,0.8,80.2,sr_legacy
171437,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",537.0,0.1,0.7,60.4,sr_legacy
171438,"Oil, industrial, soy, low linolenic",900.0,0.0,0.0,100.0,sr_legacy
171439,"Oil, industrial, soy, ultra low linolenic",884.0,0.0,0.0,100.0,sr_legacy
171440,"Oil, industrial, soy, fully hydrogenated",884.0,0.0,0.0,100.0,sr_legacy
171441,"Oil, industrial, cottonseed, fully hydrogenated",884.0,0.0,0.0,100.0,sr_legacy
171442,"Oil, flaxseed, contains added sliced flaxseed",878.0,0.4,0.4,99.0,sr_legacy
171443,"Mayonnaise, reduced fat, with olive oil",361.0,0.4,0.0,40.0,sr_legacy
171444,"Salad dressing, mayonnaise-type, light",158.0,0.7,16.4,10.0,sr_legacy
171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",144.0,28.0,0.0,3.6,sr_legacy
171446,"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed",216.0,24.5,0.1,12.4,sr_legacy
171447,"Chicken, broilers or fryers, meat and skin, raw",215.0,18.6,0.0,15.1,sr_legacy
171448,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",289.0,22.5,9.4,17.4,sr_legacy
171449,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",269.0,28.6,3.1,14.9,sr_legacy
171450,"Chicken, broilers or fryers, meat and skin, cooked, roasted",239.0,27.3,0.0,13.6,sr_legacy
171451,"Chicken, broilers or fryers, meat only, cooked, stewed",177.0,27.3,0.0,6.7,sr_legacy
171452,"Chicken, broilers or fryers, skin only, raw",349.0,13.3,0.0,32.4,sr_legacy
171453,"Chicken, broilers or fryers, skin only, cooked, fried, batter",394.0,10.3,23.1,28.8,sr_legacy
171454,"Chicken, broilers or fryers, skin only, cooked, fried, flour",502.0,19.1,9.3,42.6,sr_legacy
171455,"Chicken, broilers or fryers, giblets, cooked, simmered",157.0,27.1,0.0,4.5,sr_legacy
171456,"Chicken, gizzard, all classes, raw",94.0,17.7,0.0,2.1,sr_legacy
171457,"Chicken, gizzard, all classes, cooked, simmered",154.0,30.4,0.0,2.7,sr_legacy
171458,"Chicken, heart, all classes, raw",153.0,15.6,0.7,9.3,sr_legacy
171459,"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, batter",277.0,23.6,9.5,15.4,sr_legacy
171460,"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour",246.0,30.4,1.8,12.1,sr_legacy
171461,"Chicken, broilers or fryers, light meat, meat and skin, cooked, roasted",222.0,29.0,0.0,10.8,sr_legacy
171462,"Chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",201.0,26.1,0.0,10.0,sr_legacy
171463,"Chicken, broilers or fryers, dark meat, meat and skin, raw",237.0,16.7,0.0,18.3,sr_legacy
171464,"Chicken, broilers or fryers, light meat, meat only, raw",114.0,23.2,0.0,1.6,sr_legacy
171465,"Chicken, broilers or fryers, light meat, meat only, cooked, fried",192.0,32.8,0.4,5.5,sr_legacy
171466,"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",173.0,30.9,0.0,4.5,sr_legacy
171467,"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",159.0,28.9,0.0,4.0,sr_legacy
171468,"Chicken, broilers or fryers, separable fat, raw",629.0,3.7,0.0,68.0,sr_legacy
171469,"Chicken, broilers or fryers, back, meat and skin, raw",319.0,14.1,0.0,28.7,sr_legacy
171470,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",331.0,22.0,10.3,21.9,sr_legacy
171471,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, flour",331.0,27.8,6.5,20.7,sr_legacy
171472,"Chicken, broilers or fryers, back, meat only, cooked, roasted",239.0,28.2,0.0,13.2,sr_legacy
171473,"Chicken, broilers or fryers, back, meat only, cooked, stewed",209.0,25.3,0.0,11.2,sr_legacy
171474,"Chicken, broilers or fryers, breast, meat and skin, raw",172.0,20.9,0.0,9.3,sr_legacy
171475,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter",260.0,24.8,9.0,13.2,sr_legacy
171476,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, flour",222.0,31.8,1.6,8.9,sr_legacy
171477,"Chicken, broilers or fryers, breast, meat only, cooked, roasted",165.0,31.0,0.0,3.6,sr_legacy
171478,"Chicken, broilers or fryers, breast, meat only, cooked, stewed",151.0,29.0,0.0,3.0,sr_legacy
171479,"Turkey, whole, meat and skin, cooked, roasted",189.0,28.6,0.1,7.4,sr_legacy
171480,"Turkey, whole, meat only, raw",115.0,22.6,0.1,1.9,sr_legacy
171481,"Turkey, whole, meat only, cooked, roasted",159.0,29.1,0.0,3.8,sr_legacy
171482,"Turkey, whole, skin (light and dark), raw",407.0,13.0,0.2,38.9,sr_legacy
171483,"Turkey, all classes, gizzard, cooked, simmered",155.0,26.4,0.0,4.6,sr_legacy
171484,"Turkey, all classes, heart, raw",140.0,16.7,0.4,7.4,sr_legacy
171485,"Turkey, all classes, heart, cooked, simmered",174.0,24.9,0.0,7.5,sr_legacy
171486,"Turkey, all classes, liver, raw",128.0,18.3,0.0,5.5,sr_legacy
171487,"Turkey, all classes, liver, cooked, simmered",189.0,27.0,0.0,8.2,sr_legacy
171488,"Turkey, dark meat, meat and skin, raw",166.0,19.8,0.1,9.0,sr_legacy
171489,"Turkey, whole, dark meat, meat and skin, cooked, roasted",206.0,27.3,0.1,9.9,sr_legacy
171490,"Turkey, whole, light meat, raw",114.0,23.7,0.1,1.5,sr_legacy
171491,"Turkey, all classes, light meat, cooked, roasted",147.0,30.1,0.0,2.1,sr_legacy
171492,"Turkey, all classes, breast, meat and skin, cooked, roasted",189.0,28.7,0.0,7.4,sr_legacy
171493,"Turkey, all classes, leg, meat and skin, raw",144.0,19.5,0.0,6.7,sr_legacy
171494,"Turkey, all classes, leg, meat and skin, cooked, roasted",208.0,27.9,0.0,9.8,sr_legacy
171495,"Turkey, all classes, wing, meat and skin, raw",197.0,20.2,0.0,12.3,sr_legacy
171496,"Turkey, whole, breast, meat only, cooked, roasted",147.0,30.1,0.0,2.1,sr_legacy
171497,"Turkey, whole, wing, meat only, raw",115.0,23.7,0.1,1.5,sr_legacy
171498,"Turkey, whole, wing, meat only, cooked, roasted",147.0,30.1,0.0,2.1,sr_legacy
171499,"Turkey, young hen, skin only, cooked, roasted",482.0,19.0,0.0,44.5,sr_legacy
171500,"Turkey and gravy, frozen",67.0,5.9,4.6,2.6,sr_legacy
171501,"Turkey breast, pre-basted, meat and skin, cooked, roasted",126.0,22.2,0.0,3.5,sr_legacy
171502,"Turkey thigh, pre-basted, meat and skin, cooked, roasted",157.0,18.8,0.0,8.5,sr_legacy
171503,"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw",120.0,17.6,6.4,2.2,sr_legacy
171504,"Turkey, mechanically deboned, from turkey frames, raw",201.0,13.3,0.0,16.0,sr_legacy
171505,"Turkey, Ground, raw",148.0,19.7,0.0,7.7,sr_legacy
171506,"Turkey, Ground, cooked",203.0,27.4,0.0,10.4,sr_legacy
171507,"Chicken, cornish game hens, meat and skin, raw",200.0,17.1,0.0,14.0,sr_legacy
171508,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",248.0,25.3,3.8,13.9,sr_legacy
171509,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",108.0,20.3,0.0,3.0,sr_legacy
171510,"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",202.0,24.5,0.0,10.8,sr_legacy
171511,"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",140.0,27.6,0.0,2.5,sr_legacy
171512,"Chicken patty, frozen, uncooked",292.0,14.3,13.6,20.0,sr_legacy
171513,"Chicken patty, frozen, cooked",287.0,14.8,12.8,19.6,sr_legacy
171514,"Chicken breast tenders, breaded, cooked, microwaved",252.0,16.4,17.6,12.9,sr_legacy
171515,"Chicken breast tenders, breaded, uncooked",263.0,14.7,15.0,15.8,sr_legacy
171516,"Chicken, broiler, rotisserie, BBQ, wing, meat only",186.0,28.3,0.5,7.8,sr_legacy
171517,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",205.0,25.3,0.0,11.5,sr_legacy
171518,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",137.0,28.0,0.0,2.8,sr_legacy
171519,"Chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",176.0,28.7,0.0,6.8,sr_legacy
171520,"Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",406.0,17.7,0.1,37.2,sr_legacy
171521,"Chicken, broilers or fryers,  rotisserie, original seasoning, drumstick, meat and skin, cooked",215.0,26.9,0.0,12.0,sr_legacy
171522,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",233.0,22.9,0.0,15.7,sr_legacy
171523,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",266.0,24.3,0.0,18.8,sr_legacy
171524,"Chicken, broiler, rotisserie, BBQ, skin",378.0,15.2,0.7,35.1,sr_legacy
171525,"Turkey, drumstick, from whole bird, meat only, with added solution, raw",115.0,19.3,0.1,4.1,sr_legacy
171526,"Turkey, wing, from whole bird, meat only, with added solution, raw",102.0,21.5,0.1,1.7,sr_legacy
171527,"Turkey, wing, from whole bird, meat only, with added solution, roasted",127.0,27.0,0.0,2.1,sr_legacy
171528,"Turkey, retail parts, breast, meat and skin, raw",155.0,21.9,0.0,7.5,sr_legacy
171529,"Turkey, retail parts, breast, meat and skin, cooked, roasted",164.0,29.0,0.1,5.3,sr_legacy
171530,"Turkey, drumstick, from whole bird, meat only, roasted",139.0,30.1,0.0,2.1,sr_legacy
171531,"Turkey, thigh, from whole bird, meat only, raw",108.0,21.3,0.1,2.5,sr_legacy
171532,"Turkey, thigh, from whole bird, meat only, roasted",165.0,27.7,0.0,6.0,sr_legacy
171533,"Turkey, retail parts, thigh, meat and skin, raw",161.0,19.5,0.0,9.2,sr_legacy
171534,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",151.0,30.5,0.0,3.2,sr_legacy
171535,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised",145.0,28.2,0.0,3.6,sr_legacy
171536,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled",148.0,29.5,0.0,3.4,sr_legacy
171537,"Soup, cream of asparagus, canned, condensed",69.0,1.8,8.5,3.3,sr_legacy
171538,"Soup, beef broth or bouillon canned, ready-to-serve",7.0,1.1,0.0,0.2,sr_legacy
171539,"Soup, beef noodle, canned, condensed",67.0,3.9,7.2,2.5,sr_legacy
171540,"Soup, cream of celery, canned, condensed",72.0,1.3,7.0,4.5,sr_legacy
171541,"Soup, cheese, canned, condensed",82.0,0.8,11.3,3.9,sr_legacy
171542,"Soup, chicken broth, canned, condensed",31.0,4.4,0.8,1.0,sr_legacy
171543,"Soup, chicken noodle, canned, condensed",48.0,2.4,6.1,1.6,sr_legacy
171544,"Soup, chicken rice, canned, chunky, ready-to-serve",53.0,5.1,5.4,1.3,sr_legacy
171545,"Soup, chicken with rice, canned, condensed",68.0,1.8,11.6,1.6,sr_legacy
171546,"Soup, chicken and vegetable, canned, ready-to-serve",33.0,2.0,4.7,0.7,sr_legacy
171547,"Soup, clam chowder, new england, canned, condensed",72.0,3.2,10.3,2.1,sr_legacy
171548,"Soup, beef broth bouillon and consomme, canned, condensed",11.0,2.5,0.3,0.0,sr_legacy
171549,"Soup, lentil with ham, canned, ready-to-serve",56.0,3.7,8.2,1.1,sr_legacy
171550,"Soup, minestrone, canned, chunky, ready-to-serve",53.0,2.1,8.6,1.2,sr_legacy
171551,"Soup, onion, canned, condensed",46.0,3.1,6.7,1.4,sr_legacy
171552,"Soup, cream of onion, canned, condensed",88.0,2.2,10.4,4.2,sr_legacy
171553,"Soup, oyster stew, canned, condensed",48.0,1.7,3.3,3.1,sr_legacy
171554,"Soup, pea, green, canned, condensed",125.0,6.5,20.2,2.2,sr_legacy
171555,"Soup, pea, split with ham, canned, chunky, ready-to-serve",77.0,4.6,11.2,1.7,sr_legacy
171556,"CAMPBELL'S, Chicken Noodle Soup, condensed",47.0,2.4,6.0,1.5,sr_legacy
171557,"Soup, tomato rice, canned, condensed",93.0,1.6,17.1,2.1,sr_legacy
171558,"Soup, turkey, chunky, canned, ready-to-serve",57.0,4.3,6.0,1.9,sr_legacy
171559,"Soup, chunky vegetable, canned, ready-to-serve",39.0,1.1,7.9,0.4,sr_legacy
171560,"Soup, beef broth or bouillon, powder, dry",213.0,16.0,17.4,8.9,sr_legacy
171561,"Soup, beef broth, cubed, dry",170.0,17.3,16.1,4.0,sr_legacy
171562,"Soup, chicken broth or bouillon, dry",267.0,16.7,18.0,13.9,sr_legacy
171563,"Soup, chicken broth cubes, dry",198.0,14.6,23.5,4.7,sr_legacy
171564,"Gravy, beef, canned, ready-to-serve",53.0,3.8,4.8,2.4,sr_legacy
171565,"Gravy, brown, dry",367.0,10.7,59.4,9.6,sr_legacy
171566,"Gravy, chicken, canned or bottled, ready-to-serve",48.0,0.7,5.3,2.6,sr_legacy
171567,"Gravy, chicken, dry",381.0,11.3,62.1,9.7,sr_legacy
171568,"Gravy, turkey, canned, ready-to-serve",51.0,2.6,5.1,2.1,sr_legacy
171569,"Gravy, turkey, dry",367.0,10.4,65.1,7.2,sr_legacy
171570,"Gravy, unspecified type, dry",344.0,13.0,58.0,8.0,sr_legacy
171571,"Soup, chicken noodle, dry, mix",377.0,15.4,62.3,6.5,sr_legacy
171572,"Soup, beef mushroom, canned, prepared with equal volume water",30.0,2.4,2.6,1.2,sr_legacy
171573,"Soup, chicken mushroom, canned, prepared with equal volume water",54.0,1.8,3.8,3.8,sr_legacy
171574,"Soup, tomato bisque, canned, prepared with equal volume water",50.0,0.9,9.6,1.0,sr_legacy
171575,"Sauce, peanut, made from coconut, water, sugar, peanuts",179.0,2.0,28.5,6.3,sr_legacy
171576,"SMART SOUP, Santa Fe Corn Chowder",55.0,2.0,11.2,0.7,sr_legacy
171577,"SMART SOUP, French Lentil",53.0,2.9,9.5,1.1,sr_legacy
171578,"SMART SOUP, Greek Minestrone",40.0,1.7,8.4,0.5,sr_legacy
171579,"Sauce, pesto, ready-to-serve, refrigerated",418.0,9.8,10.1,37.6,sr_legacy
171580,"Sauce, pesto, ready-to-serve, shelf stable",426.0,5.0,6.1,42.4,sr_legacy
171581,"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",418.0,9.8,10.1,37.6,sr_legacy
171582,"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",372.0,4.2,6.9,36.4,sr_legacy
171583,"Soup, vegetable broth, ready to serve",5.0,0.2,0.9,0.1,sr_legacy
171584,"Sauce, cheese sauce mix, dry",438.0,7.7,60.5,18.3,sr_legacy
171585,"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",99.0,3.1,7.5,6.3,sr_legacy
171586,"Soup, bean with bacon, condensed, single brand",117.0,6.5,18.0,2.1,sr_legacy
171587,"Soup, tomato, canned, condensed, reduced sodium",65.0,1.6,13.4,0.6,sr_legacy
171588,"Gravy, brown instant, dry",380.0,8.5,59.8,11.8,sr_legacy
171589,"Gravy, instant beef, dry",369.0,9.8,61.1,9.5,sr_legacy
171590,"Gravy, instant turkey, dry",409.0,11.7,57.6,14.7,sr_legacy
171591,"Soup, tomato, low sodium, with water",30.0,0.8,6.6,0.3,sr_legacy
171592,"Soup, pea, low sodium, prepared with equal volume water",62.0,3.2,9.9,1.1,sr_legacy
171593,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water",25.0,1.3,3.0,0.9,sr_legacy
171594,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",33.0,1.1,6.1,0.5,sr_legacy
171595,"Sauce, tomato chili sauce, bottled, with salt",92.0,2.5,19.8,0.3,sr_legacy
171596,"Soup, vegetable chicken, canned, prepared with water, low sodium",69.0,5.1,8.8,2.0,sr_legacy
171597,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",51.0,1.4,8.1,1.5,sr_legacy
171598,"Gravy, meat or poultry, low sodium, prepared",53.0,3.8,6.2,2.4,sr_legacy
171599,"Gravy, HEINZ Home Style, savory beef",39.0,1.1,6.2,1.1,sr_legacy
171600,"Gravy, CAMPBELL'S, chicken",51.0,0.8,5.9,2.7,sr_legacy
171601,"Barbecue loaf, pork, beef",173.0,15.8,6.4,8.9,sr_legacy
171602,"Soup, cream of chicken, canned, condensed, reduced sodium",58.0,1.8,9.5,1.3,sr_legacy
171603,"Sauce, alfredo mix, dry",535.0,15.3,36.5,36.4,sr_legacy
171604,"Sauce, peppers, hot, chili, mature red, canned",21.0,0.9,3.9,0.6,sr_legacy
171605,"Sauce, chili, peppers, hot, immature green, canned",20.0,0.7,5.0,0.1,sr_legacy
171606,"Fish broth",16.0,2.0,0.4,0.6,sr_legacy
171607,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",53.0,1.0,4.5,3.7,sr_legacy
171608,"Potato soup, instant, dry mix",343.0,9.2,76.1,3.1,sr_legacy
171609,"Soup, chicken broth, low sodium, canned",16.0,2.0,1.2,0.6,sr_legacy
171610,"Sauce, worcestershire",77.0,0.0,19.2,0.0,sr_legacy
171611,"Soup, beef and mushroom, low sodium, chunk style",69.0,4.3,9.6,2.3,sr_legacy
171612,"Soup, beef stroganoff, canned, chunky style, ready-to-serve",98.0,5.1,9.0,4.6,sr_legacy
171613,"Soup, bouillon cubes and granules, low sodium, dry",438.0,16.7,64.9,13.9,sr_legacy
171614,"Soup, ramen noodle, beef flavor, dry",441.0,10.1,60.3,17.7,sr_legacy
171615,"Soup, ramen noodle, chicken flavor, dry",439.0,10.2,60.2,17.5,sr_legacy
171616,"Beerwurst, beer salami, pork",238.0,14.2,2.1,18.8,sr_legacy
171617,"Sausage, Berliner, pork, beef",230.0,15.3,2.6,17.2,sr_legacy
171618,"Blood sausage",379.0,14.6,1.3,34.5,sr_legacy
171619,"Bockwurst, pork, veal, raw",301.0,14.0,3.0,25.9,sr_legacy
171620,"Bratwurst, pork, cooked",333.0,13.7,2.9,29.2,sr_legacy
171621,"Braunschweiger (a liver sausage), pork",327.0,14.5,3.1,28.5,sr_legacy
171622,"Bratwurst, pork, beef, link",323.0,14.3,3.0,27.8,sr_legacy
171623,"Cheesefurter, cheese smokie, pork, beef",328.0,14.1,1.5,29.0,sr_legacy
171624,"Frankfurter, chicken",223.0,15.5,2.7,16.2,sr_legacy
171625,"Frankfurter, turkey",223.0,12.2,3.8,17.3,sr_legacy
171626,"Ham, chopped, canned",239.0,16.1,0.3,18.8,sr_legacy
171627,"Ham, chopped, not canned",221.0,16.5,0.0,16.7,sr_legacy
171628,"Ham and cheese loaf or roll",241.0,13.6,4.0,18.7,sr_legacy
171629,"Ham and cheese spread",245.0,16.2,2.3,18.5,sr_legacy
171630,"Headcheese, pork",157.0,13.8,0.0,10.9,sr_legacy
171631,"Sausage, Italian, pork, mild, raw",290.0,13.9,3.0,24.3,sr_legacy
171632,"Sausage, pork and turkey, pre-cooked",342.0,12.1,3.6,30.6,sr_legacy
171633,"Frankfurter, meat and poultry, cooked, boiled",298.0,10.3,5.0,26.3,sr_legacy
171634,"Frankfurter, meat and poultry, cooked, grilled",302.0,10.7,5.2,26.4,sr_legacy
171635,"Pork sausage, link/patty, reduced fat, unprepared",217.0,16.8,0.2,16.6,sr_legacy
171636,"Pork sausage, link/patty, reduced fat, cooked, pan-fried",267.0,20.9,0.1,20.3,sr_legacy
171637,"Bologna, meat and poultry",281.0,10.3,6.3,23.8,sr_legacy
171638,"Meatballs, frozen, Italian style",286.0,14.4,8.1,22.2,sr_legacy
171639,"Bacon, turkey, microwaved",368.0,29.5,4.2,25.9,sr_legacy
171640,"Bacon, turkey, low sodium",253.0,13.3,4.8,20.0,sr_legacy
171641,"Cereals ready-to-eat, POST, ALPHA-BITS",389.0,10.0,80.3,4.6,sr_legacy
171642,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",398.0,4.4,85.5,5.1,sr_legacy
171643,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",397.0,4.5,85.9,4.8,sr_legacy
171644,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",417.0,7.1,78.7,9.2,sr_legacy
171645,"Cereals ready-to-eat, POST, FRUITY PEBBLES",402.0,4.6,86.1,4.0,sr_legacy
171646,"Cereals ready-to-eat, granola, homemade",489.0,13.7,53.9,24.3,sr_legacy
171647,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",361.0,11.2,80.5,1.8,sr_legacy
171648,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",376.0,9.4,82.0,3.7,sr_legacy
171649,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",406.0,4.5,85.0,6.1,sr_legacy
171650,"Cereals ready-to-eat, POST Raisin Bran Cereal",324.0,7.6,78.9,1.6,sr_legacy
171651,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",383.0,7.0,87.8,0.9,sr_legacy
171652,"Cereals ready-to-eat, POST, GOLDEN CRISP",380.0,5.5,90.1,1.7,sr_legacy
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",372.0,26.6,58.1,7.8,sr_legacy
171654,"Cereals, corn grits, white, regular and quick, enriched, dry",370.0,7.7,79.1,1.8,sr_legacy
171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",71.0,1.7,14.8,0.5,sr_legacy
171656,"Cereals, QUAKER, corn grits, instant, plain, dry",343.0,7.3,78.4,2.1,sr_legacy
